Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee
301711305;STEPHANE BRUDY HUISSIER DE JUSTICE;14 RUE GALPIN THIOU;37000;TOURS;6910Z Activités juridiques;PROFESSIONNEL;Etendue
491205977;STEPHANE FRETIGNE ET NICOLAS BOSQUET, NOTAIRES, ASSOCIES D'UNE SOCIETE CIVILE PROFESSIONNELLE TITULAIRE D'UN OFFICE NOTARIAL;4 RUE DE L'EUROPE;22680;ETABLES-SUR-MER;6910Z Activités juridiques;PROFESSIONNEL;Etendue
828827766;STEPHANE ROBIN ET EMILIE MOULON, NOTAIRES ASSOCIES NOTAIRE;38 RUE DU FOREZ;42660;SAINT GENEST MALIFAUX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
309256105;STERIA;11 AVENUE DU MARECHAL JUIN;92366;MEUDON LA FORET;6202B Programmation, conseil et autres activités informatiques;MUTUALISE;Etendue
328745955;STI CENTRE;6 ALLEE DE LA GARENNE - ZI DU BUXERIOUX;36005;CHATEAUROUX CEDEX;4939A Autres transports terrestres de voyageurs;MUTUALISE;Etendue
348937012;STILL SAS;6 BOULEVARD MICHAEL FARADAY;77716;SERRIS CEDEX 4;2822Z Fabrication d'autres machines d'usage général;SALARIE;Etendue
409108115;STP;65 RUE DE BERCY;75589;PARIS;8219Z Activités administratives;MUTUALISE;Etendue
378262612;STRATEG;15 RUE ERLANGER;75016;PARIS;7022Z Conseil de gestion;PROFESSIONNEL;Etendue
451178164;STRATEGIES & HORIZONS CONSEIL;51 RUE DU GENERAL LECLERC;95310;ST OUEN L AUMONE;6202A Programmation, conseil et autres activités informatiques;EXTERNE;Partielle
351003736;STRATEGIR;5 RUE FOY;33000;BORDEAUX;7320Z Études de marché et sondages;INTERNE;Générale
521884726;STREAM-TECHS;10 RUE D'ATHENES;13127;VITROLLES;7022Z Conseil de gestion;INTERNE;Générale
063200885;STREGO;4 RUE PAPIAU DE LA VERRIE BP 70948;49009;ANGERS;6920Z Activités comptables;INTERNE;Générale
521787903;STREIFF & LA CABEC-SIGUOIRT;10 PLACE VERTE BP 11;59163;CONDE SUR ESCAUT;6910Z Activités juridiques;PROFESSIONNEL;Etendue
775741440;STRICHER;283 RUE DE ROSNY;93100;MONTREUIL;7711B Location et location-bail de véhicules automobiles;MUTUALISE;Générale
310967302;STRYKER;ZI DE MARTICOT;33610;CESTAS;3250A Fabrication d'instruments et de fournitures à usage médical et dentaire;INTERNE;Partielle
805080322;STUDIO APPSIDE;10 RUE DE PENTHIEVRE;75008;PARIS;5829C édition de logiciels;EXTERNE;Etendue
387829922;SUBARU FRANCE;PA LES BETHUNES - 1 AVENUE DU FIEF - BP 10432 SAINT OUEN L'AUMONE;95005;CERGY PONTOISE;4511Z Commerce de véhicules automobiles;MUTUALISE;Etendue
813959012;SUBLIMED;9 RUE DU ROCHER DE LORZIER;38430;MOIRANS;2660Z Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;INTERNE;Etendue
776393167;SUD LOIRE SANTE AU TRAVAIL;9 RUE BENEVENT;42000;SAINT ETIENNE;8621Z Activité des médecins et des dentistes;INTERNE;Etendue
495093486;SUD OUEST ACCOUVAGE;BORDEGEILLE;32290;AIGNAN;;PROFESSIONNEL;Etendue
521169086;SUD OUEST MOTOCULTURE;ROUTE DE SAINT SEVER;40280;HAUT-MAUCO;4661Z Commerce de gros d'autres équipements industriels;SALARIE;Etendue
308637834;SUD TRAVAUX;0   ZONE ACTIVIT{ A{ROPOLE;30128;GARONS;4299Z Construction d'autres ouvrages de génie civil;MUTUALISE;Etendue
348877044;SUDECO PROPERTY;1 ESPLANADE DE FRANCE;42008;SAINT ETIENNE CEDEX 2;6832A Activités immobilières pour compte de tiers;MUTUALISE;Etendue
342133998;SUDIMPLANT;24, IMPASSE RENE COUZINET;31500;TOULOUSE;514N Commerce de gros de biens de consommation non alimentaires;INTERNE;Etendue
417501145;SUISSCOURTAGE;BOULEVARD CARNOT;06400;CANNES;Code APE: 6622Z;MUTUALISE;Etendue
423991223;SUISSCOURTAGE;14 AVENUE CARNOT;06500;MENTON;Code APE:;MUTUALISE;Etendue
513553776;SUITE LOGIQUE;5 QUAI JAYR;69009;LYON;;INTERNE;Etendue
327562062;SULLY GESTION;42, QUAI HENRI IV ET 1, RUE AGRIPPA D'AUBIGNÉ;75004;PARIS;6832A Activités immobilières pour compte de tiers;MUTUALISE;Etendue
383744059;SULZER POMPES FRANCE;28 BOULEVARD ROGER SALENGRO;78711;MANTES-LA-VILLE;2813Z Fabrication de machines d'usage général;INTERNE;Etendue
350193140;SUMIKA POLYMER COMPOUNDS SA;ZI DU BOIS DE LENZE 5 AVENUE MARIE CURIE;13310;SAINT MARTIN DE CRAU;2016Z Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synt;EXTERNE;Etendue
;SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED;20 RUE DE LA VILLE L' EVEQUE;75008;PARIS;;INTERNE;Etendue
418385803;SUMORI;46 ROUTE DE MONTGERON;91800;BRUNOY;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
409032240;SUNNIKAN CONSULTING;229-231 RUE LA FONTAINE;94120;FONTENAY-SOUS-BOIS;7022Z Conseil de gestion;INTERNE;Etendue
409032240;SUNNIKAN CONSULTING;229-231, RUE LA FONTAINE;94120;FONTENAY-SOUS-BOIS;7490B Autres activités spécialisées, scientifiques et techniques n.c.a.;INTERNE;Etendue
546250069;SUOMA SAS;58 ROUTE DE NANTES;85000;LA ROCHE SUR YON;4661Z Commerce de gros d'autres équipements industriels;INTERNE;Etendue
562127720;SUP DES VALLEES;17 RUE DES VALLEES;92700;COLOMBES;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
785393190;SUPELEC;PLATEAU DE MOULON 3 RUE JOLIOT-CURIE;91192;GIF-SUR-YVETTE CEDEX;8542Z Enseignement supérieur et post-secondaire non supérieur;INTERNE;Etendue
342347747;SUPER 10;16/18 RUE BOUCHARDON;75010;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
339492472;SUPER ALESIA;171 RUE D'ALESIA;75014;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
350889242;SUPER DELAMBRE;11 RUE DELAMBRE;75014;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
347748279;SUPER DUNES;2 RUE LAUZIN/45 RUE REBEVAL;75019;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
341802148;SUPER LECOURBE;173 RUE LECOURBE;75015;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
320660509;SUPER MEUSE;13 RUE SAMBRE ET MEUSE;75010;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
592010292;SUPER MOZART;38 AVENUE MOZART;75016;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
394269286;SUPER NATIONAL;133 RUE NATIONALE;75013;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
310785886;SUPER PARADIS;30 BIS/32 RUE DE PARADIS;75010;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
329490650;SUPER PICPUS;126/128 RUE DE PICPUS;75012;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
411120611;SUPERDIL;50 RUE NOTRE DAME DES CHAMPS;75006;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
303647929;SUPERETTE PARIS;192 RUE DES PYRENEENS;75020;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
325356186;SUPERETTE REGION PARISIENNE;24-26 RUE DE LA CONDAMINE;75017;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
304940877;SUPERETTE YVELINES;58 AVENUE DE LA GRANDE ILE;78960;VOISINS LE BRETONNEUX;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
304940877;SUPERETTE YVELINES;25-29 RUE DE LA ROQUETTE;75011;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
304940877;SUPERETTE YVELINES;CHAUSSE SAINT VINCENT;78580;MAULE;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
409064086;SUPERLAMARCK;116 RUE LAMARCK;75018;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
330753138;SUPERMANVILLE;142 RUE DE LA ROQUETTE;75011;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
312237712;SUPERMARCHE DURET;26 RUE DURET;75016;PARIS;4711D Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
352904874;SUPERMONT;10 RUE DE MONTEVIDEO;75016;PARIS;4711C Commerce de détail en magasin non spécialisé;MUTUALISE;Etendue
452063373;SUPRA FRANCE SECURITE;14 RUE CREPET;69362;LYON CEDEX 07;746Z Enquêtes et sécurité;INTERNE;Etendue
383406824;SUPRADIS;RN 73 - BP 17;39502;TAVAUX CEDEX;4711D Commerce de détail en magasin non spécialisé;INTERNE;Etendue
330033127;SURAVENIR;232 RUE GENERAL PAULET BP 103;29802;BREST CEDEX 9;6511Z Assurance;PROFESSIONNEL;Etendue
343142659;SURAVENIR ASSURANCES;2 RUE VASCO DE GAMA;44800;SAINT HERBLAIN;6512Z Assurance;PROFESSIONNEL;Etendue
500924733;SURFONCHANGE SARL;21 AVENUE LAMARTINE;14150;OUISTREHAM;7022Z Conseil de gestion;EXTERNE;Partielle
433876117;SVEE COLLECTIVITES;ZAE LES DIX MUIDS;59583;MARLY CEDEX;4321B Travaux d'installation électrique, plomberie et autres travaux d'installation;PROFESSIONNEL;Etendue
433875978;SVEE INDUSTRIE ACTEMIUM;PARC D'ACTIVITE LAVOISIER 60 RUE FOURCROY BP 45;59494;PETITE FORET;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;PROFESSIONNEL;Etendue
344677885;SWISS LIFE ASSET MANAGEMENT (FRANCE);7 RUE BELGRAND;92300;LEVALLOIS-PERRET;6630Z Gestion de fonds;INTERNE;Etendue
341785632;SWISS LIFE ASSURANCE ET PATRIMOINE;86 BOULEVARD HAUSSMANN;75380;PARIS CEDEX 08;660A Assurance;INTERNE;Etendue
391277878;SWISS LIFE ASSURANCES DE BIENS;86 BOULEVARD HAUSSMANN;75380;PARIS CEDEX 08;660E Assurance;INTERNE;Etendue
322215021;SWISS LIFE PREVOYANCE ET SANTE;86 BOULEVARD HAUSSMANN;75380;PARIS CEDEX 08;660E Assurance;INTERNE;Etendue
375980398;SWM SERVICES;KERISOLE BP 34;29300;QUIMPERLE;4676Z Autres commerces de gros spécialisés;MUTUALISE;Etendue
393656079;SXP FILIPPI ET TAMBOURA HUISSIERS DE JUSTICE ASSOCIES;23 RUE ARCHAMBAUD RESIDENCE OMBELLULE;97410;SAINT PIERRE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
453372997;SYDED DU LOT;ZAC LES MATALINES;46150;CATUS;3821Z Traitement et élimination des déchets;INTERNE;Etendue
752972810;SYLVAIN GUILLAUD-BATAILLE NOTAIRE;6 RUE RIBOUTTE;75009;PARIS;;PROFESSIONNEL;Etendue
390747749;SYLVESTRE ELECTRICITE;1 AVENUE DE LA REPUBLIQUE;35130;LA GUERCHE DE BRETAGNE;;PROFESSIONNEL;Etendue
412518904;SYLVESTRE LIOT  HUISSIER DE JUSTICE;41 BLD  DE L EUROPE BP 40206;59603;MAUBEUGE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
484505060;SYLVIE TUDES NOTAIRES;78 RUE VARANFRAIN BP 1;05700;SERRES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
791172034;SYMALEAN;ZONE ARTISANALE LA LANDETTE 12 RUE GUTENBERG;85190;VENANSAULT;5829C édition de logiciels;INTERNE;Etendue
130002991;SYMARIS;27 RUE DU 4ÈME RSM;68250;ROUFFACH;8412Z Administration générale, économique et sociale;INTERNE;Etendue
483278842;SYMEOS;158 AVENUE LEON BLUM;63000;CLERMONT FERRAND;6201Z Programmation, conseil et autres activités informatiques;INTERNE;Etendue
808575088;SYMEXO;2, RUE ANDRE CITROEN;31130;BALMA;6020A Programmation de télévision et télédiffusion;INTERNE;Etendue
378530927;SYNACOM;23 RUE DES LOMBARDS;75004;PARIS;6201Z Programmation, conseil et autres activités informatiques;MUTUALISE;Etendue
534237045;SYNAPSES;55, RUE LACORDAIRE;75015;PARIS;9411Z Activités des organisations économiques, patronales et professionnelles;INTERNE;Etendue
438313843;SYNCHRONE TECHNOLOGIES;405, AVENUE GALILLEE;13799;AIX EN PROVENCE;7112B Activités d'architecture et d'ingénierie;INTERNE;Etendue
439684903;SYNCHROTRON SOLEIL;L'ORME DES MERISIERS - SAINT AUBIN - BP 48;91192;GIF SUR YVETTE CEDEX;731Z Recherche-développement en sciences physiques et naturelles;INTERNE;Etendue
247700362;SYND D'AGGLOMERATION NOUVELLE DE MARNE LA VALLE VAL MAUBUEE;5 PLACE DE L'ARCHE GUEDON;77207;TORCY;751A Administration générale, économique et sociale;INTERNE;Générale
253800825;SYND MIXTE TRANSPORTS EN COMMUN AGGLOMERATION GRENOBLOISE;LE FORUM 3 RUE MALAKOFF;38031;GRENOBLE CEDEX 1;701C Activités immobilières pour compte propre;MUTUALISE;Etendue
719805772;SYNDEX SOCIETE D'EXPERTIE COMPTABLE;22 RUE PAJOL;75018;PARIS;;INTERNE;Etendue
522944826;SYNDIC +;104 BOULEVARD DU MONTPARNASSE;75014;PARIS;6832A Activités immobilières pour compte de tiers;MUTUALISE;Etendue
247700370;SYNDICAT D'AGGLOMERATION NOUVELLE DE SENART;9 ALLEE DE LA CITOYENNETE BP 6;77567;SENART LIEUSAINT CEDEX;8411Z Administration générale, économique et sociale;INTERNE;Etendue
250900180;SYNDICAT DEPARTEMENTAL D ENERGIES DE L ARIEGE;ZA JOULIEU BP10177 - ST JEAN DE VERGES;09004;FOIX CEDEX;3512Z Production, transport et distribution d'électricité;INTERNE;Etendue
200050425;SYNDICAT DÉPARTEMENTAL D'ENERGIE 35;1 AVENUE DE TIZÉ;35236;THORIGNE-FOUILLARD CEDEX;7312Z Publicité;INTERNE;Etendue
254001399;SYNDICAT DÉPARTEMENTAL D'EQUIPEMENT DES COMMUNES;55 RUE MARTIN LUTHER KING;40006;MONT-DE-MARSAN;8413Z Administration générale, économique et sociale;EXTERNE;Etendue
;SYNDICAT DES ACTIVITES ET PRODUITS DIVERS EN RELATION AVEC LA CHIMIE ET LA PARACHIMIE;LE DIAMANT A 14 RUE DE LA REPUBLIQUE;92800;PUTEAUX;3822Z Traitement et élimination des déchets;PROFESSIONNEL;Etendue
256701152;SYNDICAT DES EAUX ET DE L'ASSAINISSEMENT ALSACE-MOSELLE;ESPACE EUROPEEN DE L'ENTREPRISE SCHILTIGHEIMCS10020;67013;STRASBOURG;3600Z Captage, traitement et distribution d'eau;INTERNE;Etendue
439053158;SYNDICAT DES ENTREPRISES DE SERVICES A LA PERSONNE S.E.S.P.;48 BOULEVARD DE LA TOUR MAUBOURG;75007;PARIS;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Générale
256300161;SYNDICAT DU BOIS DE L AUMONE;ZONE DE LAYAT 2 13 RUE JOAQUIM PERREZ CARRETERO;63200;RIOM;3811Z Collecte des déchets;INTERNE;Etendue
255801185;SYNDICAT INTERCO ENERGIE, EQUIPEMENT ET ENVIRONNEMENT NIEVRE;7 PLACE DE LA REPUBLIQUE;58027;NEVERS;751E Administration générale, économique et sociale;INTERNE;Etendue
254000532;SYNDICAT INTERCOMMUNAL BASSE VALLÉE DE L'ADOUR;6 ALLÉE MAGNOLIAS;40230;SAINT-VINCENT-DE-TYROSSE;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
259000966;SYNDICAT INTERCOMMUNAL D'AIDE A LA GESTION DES EQUIPEMENTS PUBLICS;1 RUE DE LA GARE TGV TOUR 1 - LA JONXION;90400;MEROUX;8413Z Administration générale, économique et sociale;INTERNE;Etendue
255901167;SYNDICAT INTERCOMMUNAL D'ASSAINISSEMENT DE VALENCIENNES;RUE DU 19 MARS 1962 BP 59;59582;MARLY CEDEX;8412Z Administration générale, économique et sociale;INTERNE;Etendue
256003864;SYNDICAT INTERCOMMUNAL DE REGROUPEMENT SCOLAIRE D'AUCHY-LA-MONTAGNE LUCHY;1 RUE BOUTILLIER;60360;AUCHY-LA-MONTAGNE;8412Z Administration générale, économique et sociale;EXTERNE;Etendue
256004029;SYNDICAT INTERCOMMUNAL DE REGROUPEMENT SCOLAIRE DE BONLIER, NIVILLERS ET VELENNES;38 GRANDE RUE;60510;VELENNES;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
259102382;SYNDICAT INTERCOMMUNAL DE RESTAURATION DES VILLES DE MASSY, CHILLY ET EPINAY SUR ORGE;CUISINE LES 4 FOURCHETTES - 18 ROUTE DE MASSY;91380;CHILLY-MAZARIN;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
259300119;SYNDICAT INTERCOMMUNAL DU CENTRE INFORMATIQUE DE MONTREUIL;2 RUE RABELAIS;93100;MONTREUIL;8411Z Administration générale, économique et sociale;INTERNE;Etendue
254000425;SYNDICAT INTERCOMMUNAL EAU DE MARSEILLON;149 ROUTE DE DOAZIT;40500;AUDIGNON;3600Z Captage, traitement et distribution d'eau;EXTERNE;Etendue
214000425;SYNDICAT INTERCOMMUNAL EAU ET ASSAINISSEMENT DE MARSEILLON;149 ROUTE DE DOAZIT;40500;AUDIGNON;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
259100733;SYNDICAT INTERCOMMUNAL POUR L'ENFANCE INADAPTEE;MAIRIE DE MASSY - 1, AVENUE DU GENERAL DE GAULLE;91300;MASSY;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
252701842;SYNDICAT INTERCOMMUNAL SECTEUR SCOLAIRE PONT DE L ARCHE;99 RUE DE LANDELLE;27460;ALIZAY;9319Z Activités liées au sport;INTERNE;Etendue
257550004;SYNDICAT INTERDEPARTEMENTAL POUR L'ASSAINNISSEMENT DE L'AGGLOMERATION PARISIENNE;2 RUE JULES CESAR;75012;PARIS;900A Assainissement, voirie et gestion des déchets;INTERNE;Générale
256910431;SYNDICAT MIXTE BEAUJOLAIS AZERGUES;3 RUE DE LA MAIRIE BP 2;69380;CHAZAY D'AZERGUES;751A Administration générale, économique et sociale;INTERNE;Etendue
259720100;SYNDICAT MIXTE D'ELECTRICITE DE LA MARTINIQUE;CENTRE D'AFFAIRES AGORA AVENUE DE L'ETANG ZABRICOT BAT A 3EME ETAGE BP 528;97206;FORT DE FRANCE CEDEX;8411Z Administration générale, économique et sociale;INTERNE;Générale
255100075;SYNDICAT MIXTE DE GESTION DU PARC NATUREL REGIONAL DE LA MONTAGNE DE REIMS;MAISON DU PARC CHEMIN DE NANTEUIL;51480;POURCY;8299Z Activités de soutien aux entreprises n.c.a.;INTERNE;Etendue
254003304;SYNDICAT MIXTE DEPARTEMENTAL AGENCE LANDAISE POUR L'INFORMATIQUE;MAISON DES COMMUNES AGENCE LANDAISE POUR L'INFORMATIQUE 175 PLACE DE LA CASERNE BOSQUET;40000;MONT-DE-MARSAN;8413Z Administration générale, économique et sociale;INTERNE;Etendue
250702156;SYNDICAT MIXTE DES INFOROUTES;13 AV CEVENNES;07320;SAINT AGREVE;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";EXTERNE;Etendue
250702156;SYNDICAT MIXTE DES INFOROUTES;13 AVENUE DES CEVENNES;07320;SAINT AGRÈVE;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";PROFESSIONNEL;Générale
200045201;SYNDICAT MIXTE DES RIVIÈRES DU BASSIN DE L'AADOUR LANDAIS;149 ROUTE DE DOAZIT;40500;AUDIGNON;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
256900994;SYNDICAT MIXTE DES TRANSPORTS POUR LE RHONE ET L'AGGLOMERATION LYONNAISE;21, BOULEVARD VIVIER MERLE CS 69815;69487;LYON CEDEX 03;8413Z Administration générale, économique et sociale;INTERNE;Etendue
252405287;SYNDICAT MIXTE DU BERGERACOIS POUR LA GESTION DES DECHETS;3 RUE EMILE ZOLA;24100;BERGERAC;8412Z Administration générale, économique et sociale;INTERNE;Etendue
200010049;SYNDICAT MIXTE GIRONDE NUMERIQUE;TOUR 2000 3 EME ETAGE TERRASSE FRONT DU MEDOC;33077;BORDEAUX CEDEX;8413Z Administration générale, économique et sociale;INTERNE;Etendue
200035616;SYNDICAT MIXTE IRRIGADOUR;CITE GALLIANE, 55 AVENUE CRONSTADT;40000;MONT-DE-MARSAN;8411Z Administration générale, économique et sociale;EXTERNE;Etendue
255003592;SYNDICAT MIXTE MANCHE NUMERIQUE;235 RUE JOSEPH CUGNOT;50000;SAINT LO;6190Z Autres activités de télécommunication;MUTUALISE;Etendue
253514491;SYNDICAT MIXTE MEGALIS BRETAGNE;ZAC LES CHAMPS BLANCS 15 RUE CLAUDE CHAPPE BATIMENT B;35510;CESSON SEVIGNE;8413Z Administration générale, économique et sociale;INTERNE;Etendue
352118186;SYNDICAT NATIONAL DES BASKETTEURS;74 RUE ALBERT;75013;PARIS;9420Z Activités des syndicats de salariés;INTERNE;Etendue
309285211;SYNDICAT NATIONAL DES INFIRMIÈRE ET INFIRMIERS LIBÉRAUX;111 BIS BOULEVARD DE MÉNILMONTANT;75011;PARIS;9411Z Activités des organisations économiques, patronales et professionnelles;EXTERNE;Etendue
309285211;SYNDICAT NATIONAL DES INFIRMIERS INFIRMIERES LIBERAUX;111 BIS BOULEVARD MENILMONTANT;75011;PARIS;911A Organisations économiques;SALARIE;Etendue
753797000;SYNDICAT REUNIONNAIS DES EXPLOITANTS DE STATION SERVICE;172 BIS RUE LOUISE ET JOUAN;97423;SAINT PAUL 974;9499Z Activités des autres organisations associatives;INTERNE;Etendue
751108994;SYNERGIE;PARC DE LA HAUTE BORNE - 61, AVENUE HALLEY;59650;VILLENEUVE D'ASCQ;8299Z Activités de soutien aux entreprises n.c.a.;MUTUALISE;Etendue
528098882;SYNERGIE HUISSIERS 13;21 RUE BONNEFOY;13006;MARSEILLE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
508941267;SYNERGIES ELECTRIQUES ET CVC;SITE DE MICHEVILLE;57390;AUDUN LE TICHE;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue
750986408;SYNERGY PRINT;ACTI SUD LIEUDIT BEAU VEZE ZAC DES CASTORS;83320;CARQUEIRANNE;4666Z Commerce de gros d'autres équipements industriels;EXTERNE;Générale
487970451;SYNERTAL;1333 CHEMIN DE LA BOUCHARDE;13530;TRETS;7022Z Conseil de gestion;INTERNE;Etendue
443716832;SYNGENTA FRANCE SAS;12 CHEMIN DE L'HOBIT;31790;SAINT -SAUVEUR;7211Z Recherche-développement en sciences physiques et naturelles;INTERNE;Etendue
341994804;SYNTHOGRAS;ZI PETITE SYNTHE;59640;DUNKERQUE;4675Z Autres commerces de gros spécialisés;INTERNE;Générale
341994804;SYNTHOGRAS;ZI PETITE SYNTHE;59640;DUNKERQUE;4675Z Autres commerces de gros spécialisés;INTERNE;Générale
334365053;SYSTELCOM SAS;67 MONTEE DE SAINT MENET - BAT D PARC DE LA BUZINE;13011;MARSEILLE;3320D Installation de machines et d'équipements industriels;SALARIE;Etendue
421611161;SYSTEME DE GESTION PREVOYANCE;84, RUE CHARLES MICHELS;93284;SAINT DENIS CEDEX;722C Réalisation de logiciels;INTERNE;Partielle
478042831;SYSTÈME INFORMATION MALAKOFF MEDERIC;21 RUE LAFFITTE;75009;PARIS;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";MUTUALISE;Etendue
946051018;SYSTEME U CENTRALE REGIONALE EST;43 RUE EUGENE DUCRETET;68200;MULHOUSE;4617A Intermédiaires du commerce de gros;INTERNE;Etendue
317854206;SYSTEMES EQUIPEMENTS TABLEAUX BASSE TENSION;13 BOULEVARD JOSPEH MARECHAL CS 97209;35131;CHARTRES DE BRETAGNE;2712Z Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique;PROFESSIONNEL;Etendue
494589401;SYSTNAPS;19 AVENUE LEDRU ROLLIN;94170;PERREUX SUR MARNE;6202A Programmation, conseil et autres activités informatiques;INTERNE;Etendue
349386342;SYSTONIC;2-4 RUE EUGÈNE CHEVREUL;33600;PESSAC;6202A Programmation, conseil et autres activités informatiques;INTERNE;Etendue
387949530;SYSTRA;72-76 RUE HENRY FARMAN;75015;PARIS;7112B Activités d'architecture et d'ingénierie;INTERNE;Etendue
443597638;S¨CP  CHAZEAU CIZERON TISSANDIER HUISSIERS DE JUSTICE ASSOCIES;10 BOULEVARD ARSENE VERMENOURE;15200;MAURIAC;6910Z Activités juridiques;PROFESSIONNEL;Etendue
487840415;TABARD CONSTRUCTION;0  RTE DE L'HERMITAGE LES PETITES BROSSES LES PETITES BROSSES;03410;PREMILHAT;4120B Construction de bâtiments résidentiels et non résidentiels;MUTUALISE;Etendue
500797576;TAGA MEDICAL PARIS;4 PASSAGE DU TRONE;75011;PARIS;7820Z Activités des agences de travail temporaire;EXTERNE;Etendue
492408596;TAGA MEDICAL SUD;13 BOULEVARD DE COURCELLES;75008;PARIS;7820Z Activités des agences de travail temporaire;EXTERNE;Etendue
488225517;TAGA SANTE;18, RUE D'ESCURES;45000;ORLEANS;7820Z Activités des agences de travail temporaire;EXTERNE;Etendue
382726354;TAGG INFORMATIQUE;149 ROUTE D'ORLY - ALBENS;73410;ENTRELACS;"6311Z Traitement de données, hébergement et activités connexes ; portails internet";INTERNE;Etendue
434480273;TAJ;181 AVENUE CHARLES DE GAULLE;92524;NEUILLY SUR SEINE;6910Z Activités juridiques;MUTUALISE;Partielle
785750266;TAKEDA FRANCE SAS;11-13 COURS VALMY IMMEUBLE PACIFIC;92800;PUTEAUX;4646Z Commerce de gros de biens domestiques;INTERNE;Etendue
521114447;TAKO PRESSE;14 PLACE GEORGES POMPIDOU;93160;NOISY LE GRAND;5814Z édition de livres et périodiques et autres activités d'édition;MUTUALISE;Etendue
799839741;TAKTIM;1 RUE JOB;67000;STRASBOURG;8220Z Activités de centres d'appels;MUTUALISE;Etendue
530250257;TALANO GAELLE;6 RUE DU GENERAL DE GAULLE;34200;SETE;6910Z Activités juridiques;PROFESSIONNEL;Etendue
518307277;TALBOURDET TREMBLAY BUISSON HUISSIERS DE JUSTICE;20 RUE JEAN SAVIDAN;22300;LANNION;;PROFESSIONNEL;Etendue
;TALENTS EN MOUVEMENT;313 TERRASSES DE L'ARCHE;92727;NANTERRE CEDEX;;MUTUALISE;Etendue
543820914;TAMPLEU SPRIET;ZA HENRI SPRIET 33 RUE HENRI SPRIET;14125;MONDEVILLE CEDEX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue
490535614;TANDEM ADMR;11 RUE D'ENSISHEIM;68310;WITTELSHEIM;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue
810327460;TANEEMA;17 RUE DE LA REPUBLIQUE;71300;MONTCEAU-LES-MINES;5821Z édition de logiciels;EXTERNE;Etendue
392187761;TANQUERAY ISABELLE;14 AVENUE ARISTIDE BRIAND BP 73;93162;NOISY LE GRAND CEDEX 2;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue
487978629;TAORES;6 RUE VANDREZANNE;75634;PARIS  CEDEX 13;722C Réalisation de logiciels;PROFESSIONNEL;Etendue
